id	name	prefix	chi2	pval
33	2.1-user_action_words.current_user_utterance__number	2.1	431.4512	0.0000
34	5-phrase_feature__noun_phrases__current_user_utterance__number	5	431.4512	0.0000
35	5-phrase_feature__noun_phrases__current_user_utterance__phone_number	5	428.1828	0.0000
36	5-phrase_feature__noun_phrases__next_user_utterance__address	5	427.4647	0.0000
37	5-phrase_feature__noun_phrases__current_user_utterance__phone	5	427.3009	0.0000
38	2.1-user_action_words.current_user_utterance__phone	2.1	427.3009	0.0000
39	2.1-user_action_words.next_user_utterance__address	2.1	426.1056	0.0000
40	7-syntactic_feature__obj_word__next_system_utterance__part	7	421.8061	0.0000
41	5-phrase_feature__noun_phrases__next_system_utterance__mind	5	421.8061	0.0000
42	7-syntactic_feature__root_word__next_system_utterance__have	7	421.8061	0.0000
43	5-phrase_feature__noun_phrases__next_user_utterance__care	5	411.0794	0.0000
44	5-phrase_feature__noun_phrases__next_system_utterance__part	5	399.8988	0.0000
45	7-syntactic_feature__subj_word__next_system_utterance__I	7	394.3242	0.0000
46	4.1-ngram.next_system_utterance__like	4.1	376.3657	0.0000
47	4.1-ngram.next_user_utterance__thank	4.1	375.3296	0.0000
48	5-phrase_feature__noun_phrases__current_user_utterance__restaurant	5	369.1877	0.0000
49	5-phrase_feature__noun_phrases__next_user_utterance__food	5	356.8728	0.0000
50	2.1-user_action_words.next_user_utterance__food	2.1	356.8728	0.0000
51	4.1-ngram.next_system_utterance__food like	4.1	354.8391	0.0000
52	4.1-ngram.next_system_utterance__kind food like	4.1	354.7073	0.0000
53	7-syntactic_feature__root_word__next_system_utterance__sorry	7	354.0692	0.0000
54	4.1-ngram.next_system_utterance__kind food	4.1	351.0612	0.0000
55	4.1-ngram.next_system_utterance__kind	4.1	351.0612	0.0000
56	4.1-ngram.current_user_utterance__address	4.1	345.7942	0.0000
57	1-utterance_length.next_system_utterance__utterance_length	1	339.7473	0.0000
58	7-syntactic_feature__obj_word__next_system_utterance__something	7	317.0581	0.0000
59	8.1-lda_feature.current_user_utterance__topic_35	8.1	316.7839	0.0000
60	4.1-ngram.next_user_utterance__good	4.1	314.7738	0.0000
61	5-phrase_feature__noun_phrases__next_system_utterance__something	5	312.7939	0.0000
62	4.1-ngram.next_user_utterance__good bye	4.1	311.8108	0.0000
63	4.1-ngram.next_user_utterance__bye	4.1	309.6562	0.0000
64	8.1-lda_feature.next_system_utterance__topic_24	8.1	306.2211	0.0000
65	4.1-ngram.next_user_utterance__thank good	4.1	302.9727	0.0000
66	4.1-ngram.next_user_utterance__thank good bye	4.1	300.7999	0.0000
67	7-syntactic_feature__root_word__next_user_utterance__dont	7	300.0920	0.0000
68	5-phrase_feature__noun_phrases__next_system_utterance__looking	5	299.4001	0.0000
69	8.3-w2v_feature.current_user_utterance__w2v_dim=0	8.3	288.2997	0.0000
70	8.1-lda_feature.next_user_utterance__topic_35	8.1	287.5438	0.0000
71	8.1-lda_feature.next_system_utterance__topic_22	8.1	284.8437	0.0000
72	2.1-user_action_words.next_user_utterance__ani	2.1	277.4021	0.0000
73	4.1-ngram.next_system_utterance__town mind	4.1	276.9262	0.0000
74	4.1-ngram.next_system_utterance__mind	4.1	276.9262	0.0000
75	5-phrase_feature__noun_phrases__next_system_utterance__right	5	266.2071	0.0000
76	5-phrase_feature__noun_phrases__next_system_utterance__great_restaurant	5	259.6471	0.0000
77	7-syntactic_feature__root_word__current_user_utterance__whats	7	256.6608	0.0000
78	4.1-ngram.next_user_utterance__address	4.1	251.2791	0.0000
79	5-phrase_feature__noun_phrases__current_user_utterance__whats	5	243.8352	0.0000
80	5-phrase_feature__noun_phrases__next_system_utterance__Road	5	241.8216	0.0000
81	3-time_feature__time_ratio	3	241.0799	0.0000
82	4.1-ngram.next_user_utterance__care	4.1	237.6273	0.0000
83	2.1-user_action_words.current_user_utterance__part	2.1	233.6030	0.0000
84	5-phrase_feature__noun_phrases__current_user_utterance__part	5	233.6030	0.0000
85	4.1-ngram.next_user_utterance__dont care	4.1	233.3200	0.0000
86	4.1-ngram.next_user_utterance__dont	4.1	230.0362	0.0000
87	5-phrase_feature__noun_phrases__next_system_utterance__Street	5	228.2711	0.0000
88	7-syntactic_feature__subj_word__next_system_utterance__You	7	215.7602	0.0000
89	7-syntactic_feature__root_word__next_system_utterance__looking	7	215.7602	0.0000
90	7-syntactic_feature__root_word__next_user_utterance__food	7	215.2546	0.0000
91	8.1-lda_feature.next_user_utterance__topic_0	8.1	214.6595	0.0000
92	5-phrase_feature__noun_phrases__current_user_utterance__town	5	214.4965	0.0000
93	7-syntactic_feature__root_word__next_user_utterance__whats	7	214.2222	0.0000
94	4.1-ngram.next_user_utterance__phone number	4.1	214.1451	0.0000
95	4.1-ngram.next_user_utterance__number	4.1	213.5104	0.0000
96	8.1-lda_feature.next_system_utterance__topic_14	8.1	208.3419	0.0000
97	4.1-ngram.next_user_utterance__phone	4.1	206.9727	0.0000
98	5-phrase_feature__noun_phrases__next_system_utterance__City	5	206.2851	0.0000
99	5-phrase_feature__noun_phrases__next_system_utterance__City_Centre	5	206.2851	0.0000
100	5-phrase_feature__noun_phrases__next_system_utterance__Centre	5	206.2851	0.0000
101	5-phrase_feature__noun_phrases__next_system_utterance__restaurant	5	204.1286	0.0000
102	4.1-ngram.current_user_utterance__phone number	4.1	203.5691	0.0000
103	4.1-ngram.current_user_utterance__number	4.1	203.1219	0.0000
104	4.1-ngram.current_user_utterance__phone	4.1	201.5512	0.0000
105	5-phrase_feature__noun_phrases__next_user_utterance__whats	5	200.3920	0.0000
106	7-syntactic_feature__root_word__current_user_utterance__what	7	194.9727	0.0000
107	7-syntactic_feature__root_word__next_user_utterance__yes	7	187.8887	0.0000
108	5-phrase_feature__noun_phrases__next_system_utterance__restaurant_serving	5	187.6220	0.0000
109	5-phrase_feature__noun_phrases__current_user_utterance__looking	5	184.1861	0.0000
110	5-phrase_feature__noun_phrases__next_system_utterance__nice_place	5	181.2627	0.0000
111	5-phrase_feature__noun_phrases__next_system_utterance__place	5	181.2627	0.0000
112	4.1-ngram.next_user_utterance__yes	4.1	179.6778	0.0000
113	7-syntactic_feature__root_word__next_user_utterance__any	7	173.8486	0.0000
114	2.2-#user_action_words.next_user_utterance__utterance_length	2.2	170.1751	0.0000
115	8.1-lda_feature.current_user_utterance__topic_14	8.1	169.6879	0.0000
116	7-syntactic_feature__root_word__current_user_utterance__number	7	164.6053	0.0000
117	7-syntactic_feature__root_word__next_user_utterance__number	7	164.2942	0.0000
118	5-phrase_feature__noun_phrases__current_user_utterance__im	5	155.3896	0.0000
119	8.1-lda_feature.next_user_utterance__topic_14	8.1	154.3267	0.0000
120	7-syntactic_feature__root_word__next_system_utterance__place	7	154.3254	0.0000
121	8.1-lda_feature.next_system_utterance__topic_19	8.1	152.7036	0.0000
122	8.1-lda_feature.current_user_utterance__topic_13	8.1	152.2075	0.0000
123	7-syntactic_feature__root_word__next_system_utterance__restaurant	7	151.6482	0.0000
124	5-phrase_feature__noun_phrases__next_system_utterance__Street_City	5	151.3132	0.0000
125	5-phrase_feature__noun_phrases__next_system_utterance__Street_City_Centre	5	151.3132	0.0000
126	7-syntactic_feature__root_word__current_user_utterance__im	7	150.7424	0.0000
127	5-phrase_feature__noun_phrases__current_user_utterance__im_looking	5	150.5744	0.0000
128	7-syntactic_feature__root_word__next_user_utterance__what	7	150.5166	0.0000
129	8.1-lda_feature.next_system_utterance__topic_13	8.1	150.1097	0.0000
130	5-phrase_feature__noun_phrases__next_user_utterance__matter	5	148.5575	0.0000
131	5-phrase_feature__noun_phrases__next_user_utterance__doesnt_matter	5	148.5575	0.0000
132	2.1-user_action_words.next_user_utterance__matter	2.1	148.1997	0.0000
133	5-phrase_feature__noun_phrases__next_system_utterance__C.B	5	143.5164	0.0000
134	7-syntactic_feature__root_word__current_user_utterance__address	7	135.2665	0.0000
135	2.1-user_action_words.current_user_utterance__food	2.1	134.2186	0.0000
136	5-phrase_feature__noun_phrases__current_user_utterance__food	5	134.2186	0.0000
137	5-phrase_feature__noun_phrases__next_system_utterance__code	5	133.8234	0.0000
138	5-phrase_feature__noun_phrases__next_system_utterance__post	5	133.8234	0.0000
139	5-phrase_feature__noun_phrases__next_system_utterance__post_code	5	133.8234	0.0000
140	7-syntactic_feature__subj_word__next_system_utterance__code	7	131.7818	0.0000
141	7-syntactic_feature__root_word__next_system_utterance__C.B	7	128.9047	0.0000
142	5-phrase_feature__noun_phrases__current_user_utterance__post_code	5	127.5292	0.0000
143	7-syntactic_feature__obj_word__next_system_utterance__food	7	127.1618	0.0000
144	5-phrase_feature__noun_phrases__next_user_utterance__code	5	127.1009	0.0000
145	5-phrase_feature__noun_phrases__current_user_utterance__post	5	126.9632	0.0000
146	2.1-user_action_words.current_user_utterance__post	2.1	126.9632	0.0000
147	5-phrase_feature__noun_phrases__current_user_utterance__expensive_restaurant	5	125.2399	0.0000
148	7-syntactic_feature__root_word__next_system_utterance__serves	7	123.5754	0.0000
149	2.1-user_action_words.current_user_utterance__moder	2.1	123.1168	0.0000
150	5-phrase_feature__noun_phrases__current_user_utterance__code	5	123.0093	0.0000
151	5-phrase_feature__noun_phrases__next_user_utterance__post_code	5	122.8665	0.0000
152	2.1-user_action_words.next_user_utterance__post	2.1	121.9494	0.0000
153	5-phrase_feature__noun_phrases__next_user_utterance__post	5	121.9494	0.0000
154	3-time_feature__end_of_session	3	119.9357	0.0000
155	5-phrase_feature__noun_phrases__next_system_utterance__restaurant_right	5	117.9585	0.0000
156	4.1-ngram.current_user_utterance__whats	4.1	116.5715	0.0000
157	2.1-user_action_words.current_user_utterance__south	2.1	114.0007	0.0000
158	5-phrase_feature__noun_phrases__next_system_utterance__prices	5	111.8081	0.0000
159	7-syntactic_feature__root_word__current_user_utterance__restaurant	7	110.1886	0.0000
160	5-phrase_feature__noun_phrases__next_user_utterance__goodbye	5	109.3301	0.0000
161	7-syntactic_feature__root_word__next_user_utterance__care	7	108.1773	0.0000
162	7-syntactic_feature__root_word__next_system_utterance__Sorry	7	107.7433	0.0000
163	5-phrase_feature__noun_phrases__next_system_utterance__food	5	107.4171	0.0000
164	7-syntactic_feature__obj_word__next_user_utterance__you	7	103.9480	0.0000
165	7-syntactic_feature__subj_word__current_user_utterance__address	7	102.7411	0.0000
166	2.1-user_action_words.current_user_utterance__expens	2.1	99.6617	0.0000
167	4.1-ngram.next_user_utterance__food	4.1	99.2984	0.0000
168	1-utterance_length.current_user_utterance__utterance_length	1	99.1275	0.0000
169	5-phrase_feature__noun_phrases__next_system_utterance__Cambridge	5	98.2320	0.0000
170	7-syntactic_feature__root_word__next_user_utterance__address	7	98.1230	0.0000
171	4.1-ngram.next_system_utterance__moderate expensive price	4.1	97.0080	0.0000
172	4.1-ngram.next_system_utterance__moderate expensive	4.1	97.0080	0.0000
173	4.1-ngram.next_system_utterance__cheap moderate	4.1	97.0080	0.0000
174	4.1-ngram.next_system_utterance__cheap moderate expensive	4.1	97.0080	0.0000
175	4.1-ngram.next_system_utterance__like cheap moderate	4.1	97.0080	0.0000
176	5-phrase_feature__noun_phrases__current_user_utterance__priced_restaurant	5	95.5569	0.0000
177	4.1-ngram.next_system_utterance__like cheap	4.1	94.5240	0.0000
178	8.1-lda_feature.next_user_utterance__topic_28	8.1	94.3056	0.0000
179	7-syntactic_feature__subj_word__next_user_utterance__number	7	94.2693	0.0000
180	5-phrase_feature__noun_phrases__next_system_utterance__town_serving	5	94.1108	0.0000
181	4.1-ngram.next_user_utterance__whats	4.1	93.2207	0.0000
182	5-phrase_feature__noun_phrases__next_user_utterance__dont_care	5	93.2132	0.0000
183	4.1-ngram.next_system_utterance__food	4.1	92.4490	0.0000
184	4.1-ngram.current_user_utterance__restaurant	4.1	92.3332	0.0000
185	8.1-lda_feature.next_system_utterance__topic_15	8.1	91.8014	0.0000
186	5-phrase_feature__noun_phrases__next_system_utterance__Park	5	90.7426	0.0000
187	5-phrase_feature__noun_phrases__next_system_utterance__Chesterton	5	90.5646	0.0000
188	5-phrase_feature__noun_phrases__next_system_utterance__expensive_price	5	90.3978	0.0000
189	5-phrase_feature__noun_phrases__next_system_utterance__expensive_price_range	5	90.3978	0.0000
190	5-phrase_feature__noun_phrases__next_user_utterance__dont	5	87.5461	0.0000
191	8.1-lda_feature.next_system_utterance__topic_5	8.1	87.4872	0.0000
192	5-phrase_feature__noun_phrases__next_user_utterance__restaurant	5	87.1753	0.0000
193	5-phrase_feature__noun_phrases__current_user_utterance__south_part	5	86.6526	0.0000
194	5-phrase_feature__noun_phrases__next_system_utterance__Cambridge_Leisure_Park	5	85.0079	0.0000
195	5-phrase_feature__noun_phrases__next_system_utterance__Leisure	5	85.0079	0.0000
196	5-phrase_feature__noun_phrases__next_system_utterance__Leisure_Park	5	85.0079	0.0000
197	5-phrase_feature__noun_phrases__next_system_utterance__Cambridge_Leisure	5	85.0079	0.0000
198	5-phrase_feature__noun_phrases__current_user_utterance__thai_food	5	84.2382	0.0000
199	4.1-ngram.next_user_utterance__doesnt	4.1	82.1739	0.0000
200	4.1-ngram.next_user_utterance__doesnt matter	4.1	81.4108	0.0000
201	4.1-ngram.next_user_utterance__matter	4.1	80.7752	0.0000
202	7-syntactic_feature__subj_word__next_user_utterance__address	7	80.2148	0.0000
203	7-syntactic_feature__root_word__current_user_utterance__pizza	7	79.9571	0.0000
204	7-syntactic_feature__subj_word__next_user_utterance__i	7	79.5543	0.0000
205	4.1-ngram.next_system_utterance__phone number	4.1	79.5454	0.0000
206	4.1-ngram.next_system_utterance__phone	4.1	79.5454	0.0000
207	4.1-ngram.next_system_utterance__number	4.1	79.5454	0.0000
208	6-entity_feature__entity__next_system_utterance__1_NUMBER	6	79.1657	0.0000
209	7-syntactic_feature__root_word__next_system_utterance__Did	7	78.7415	0.0000
210	5-phrase_feature__noun_phrases__next_system_utterance__Way	5	76.6379	0.0000
211	5-phrase_feature__noun_phrases__next_system_utterance__Clifton_Way	5	76.6379	0.0000
212	5-phrase_feature__noun_phrases__next_system_utterance__Leisure_Park_Clifton	5	76.6379	0.0000
213	5-phrase_feature__noun_phrases__next_system_utterance__Clifton	5	76.6379	0.0000
214	5-phrase_feature__noun_phrases__next_system_utterance__Park_Clifton	5	76.6379	0.0000
215	5-phrase_feature__noun_phrases__next_system_utterance__Park_Clifton_Way	5	76.6379	0.0000
216	4.1-ngram.next_system_utterance__sorry	4.1	76.0543	0.0000
217	7-syntactic_feature__root_word__next_system_utterance__Chesterton	7	75.1910	0.0000
218	4.1-ngram.current_user_utterance__whats address	4.1	75.1343	0.0000
219	4.1-ngram.next_system_utterance__01223	4.1	74.9207	0.0000
220	5-phrase_feature__noun_phrases__next_user_utterance__part	5	74.8500	0.0000
221	2.1-user_action_words.next_user_utterance__part	2.1	74.8500	0.0000
222	4.1-ngram.current_user_utterance__pizza	4.1	73.9831	0.0000
223	7-syntactic_feature__root_word__next_user_utterance__matter	7	73.9149	0.0000
224	5-phrase_feature__noun_phrases__next_system_utterance__nice_restaurant	5	73.8554	0.0000
225	2.1-user_action_words.next_user_utterance__cheap	2.1	73.6647	0.0000
226	5-phrase_feature__noun_phrases__next_system_utterance__pizza	5	72.4641	0.0000
227	5-phrase_feature__noun_phrases__next_system_utterance__Road_Chesterton	5	72.2739	0.0000
228	2.1-user_action_words.current_user_utterance__north	2.1	71.9800	0.0000
229	8.1-lda_feature.next_system_utterance__topic_1	8.1	71.9034	0.0000
230	7-syntactic_feature__subj_word__current_user_utterance__number	7	71.7535	0.0000
231	4.1-ngram.next_system_utterance__great	4.1	70.6509	0.0000
232	4.1-ngram.next_system_utterance__great restaurant	4.1	70.6509	0.0000
233	5-phrase_feature__noun_phrases__current_user_utterance__pizza	5	70.4408	0.0000
234	4.1-ngram.next_system_utterance__looking	4.1	70.3468	0.0000
235	7-syntactic_feature__root_word__current_user_utterance__how	7	69.3292	0.0000
236	7-syntactic_feature__root_word__current_user_utterance__yes	7	68.5648	0.0000
237	4.1-ngram.next_user_utterance__thank goodbye	4.1	68.3064	0.0000
238	5-phrase_feature__noun_phrases__next_system_utterance__hk	5	68.0758	0.0000
239	5-phrase_feature__noun_phrases__next_system_utterance__fusion	5	67.7951	0.0000
240	4.1-ngram.next_user_utterance__goodbye	4.1	67.5981	0.0000
241	5-phrase_feature__noun_phrases__next_system_utterance__bar	5	67.5309	0.0000
242	4.1-ngram.next_system_utterance__right	4.1	67.4456	0.0000
243	4.1-ngram.current_user_utterance__yes	4.1	67.3064	0.0000
244	5-phrase_feature__noun_phrases__next_system_utterance__chinese_restaurant	5	67.0857	0.0000
245	5-phrase_feature__noun_phrases__next_user_utterance__thai_food	5	66.9206	0.0000
246	5-phrase_feature__noun_phrases__next_system_utterance__hk_fusion	5	66.7977	0.0000
247	4.1-ngram.current_user_utterance__post code	4.1	66.1965	0.0000
248	8.1-lda_feature.next_system_utterance__topic_49	8.1	66.0086	0.0000
249	4.1-ngram.current_user_utterance__post	4.1	65.7101	0.0000
250	2.1-user_action_words.next_user_utterance__south	2.1	65.6179	0.0000
251	8.1-lda_feature.next_system_utterance__topic_25	8.1	65.5045	0.0000
252	5-phrase_feature__noun_phrases__next_system_utterance__Newmarket	5	64.5524	0.0000
253	5-phrase_feature__noun_phrases__next_system_utterance__Newmarket_Road	5	64.5524	0.0000
254	5-phrase_feature__noun_phrases__next_system_utterance__Hinton	5	64.3306	0.0000
255	5-phrase_feature__noun_phrases__next_system_utterance__Cherry	5	64.3306	0.0000
256	5-phrase_feature__noun_phrases__next_system_utterance__Cherry_Hinton	5	64.3306	0.0000
257	5-phrase_feature__noun_phrases__next_user_utterance__town	5	63.4895	0.0000
258	7-syntactic_feature__obj_word__next_system_utterance__you	7	63.3779	0.0000
259	8.1-lda_feature.next_system_utterance__topic_48	8.1	63.3094	0.0000
260	7-syntactic_feature__subj_word__next_system_utterance__fusion	7	62.9817	0.0000
261	5-phrase_feature__noun_phrases__next_system_utterance__pizza_hut_cherry	5	62.7163	0.0000
262	5-phrase_feature__noun_phrases__next_system_utterance__cherry	5	62.7163	0.0000
263	5-phrase_feature__noun_phrases__next_system_utterance__hut_cherry	5	62.7163	0.0000
264	5-phrase_feature__noun_phrases__next_system_utterance__hut_cherry_hinton	5	62.7163	0.0000
265	5-phrase_feature__noun_phrases__next_system_utterance__cherry_hinton	5	62.7163	0.0000
266	5-phrase_feature__noun_phrases__next_system_utterance__hinton	5	62.7163	0.0000
267	6-entity_feature__entity__next_system_utterance__2_NUMBER	6	62.3799	0.0000
268	4.1-ngram.current_user_utterance__code	4.1	61.9517	0.0000
269	4.1-ngram.current_user_utterance__thai	4.1	61.6692	0.0000
270	4.1-ngram.next_system_utterance__sure	4.1	60.5991	0.0000
271	4.1-ngram.next_user_utterance__whats address	4.1	60.3959	0.0000
272	5-phrase_feature__noun_phrases__next_system_utterance__nandos	5	60.3166	0.0000
273	4.1-ngram.next_user_utterance__cheap	4.1	59.1085	0.0000
274	4.1-ngram.next_user_utterance__code	4.1	59.0558	0.0000
275	4.1-ngram.next_user_utterance__address phone	4.1	58.9932	0.0000
276	7-syntactic_feature__root_word__next_user_utterance__how	7	58.6664	0.0000
277	2.1-user_action_words.next_user_utterance__north	2.1	58.4292	0.0000
278	4.1-ngram.next_user_utterance__address phone number	4.1	58.2700	0.0000
279	7-syntactic_feature__root_word__current_user_utterance__code	7	58.2194	0.0000
280	5-phrase_feature__noun_phrases__next_system_utterance__thanh_binh	5	58.1990	0.0000
281	5-phrase_feature__noun_phrases__next_system_utterance__binh	5	58.1990	0.0000
282	5-phrase_feature__noun_phrases__next_user_utterance__spanish	5	57.9660	0.0000
283	7-syntactic_feature__obj_word__next_user_utterance__food	7	57.5544	0.0000
284	4.1-ngram.next_user_utterance__post code	4.1	57.4431	0.0000
285	5-phrase_feature__noun_phrases__next_system_utterance__Fen	5	57.1038	0.0000
286	5-phrase_feature__noun_phrases__next_system_utterance__Ditton	5	57.1038	0.0000
287	5-phrase_feature__noun_phrases__next_system_utterance__Fen_Ditton	5	57.1038	0.0000
288	4.1-ngram.next_user_utterance__post	4.1	56.2894	0.0000
289	5-phrase_feature__noun_phrases__next_system_utterance__request	5	56.2191	0.0000
290	4.1-ngram.current_user_utterance__whats phone	4.1	55.4372	0.0000
291	5-phrase_feature__noun_phrases__next_system_utterance__Road_Fen_Ditton	5	55.3677	0.0000
292	5-phrase_feature__noun_phrases__next_system_utterance__Road_Fen	5	55.3677	0.0000
293	4.1-ngram.current_user_utterance__whats phone number	4.1	55.0834	0.0000
294	2.2-#user_action_words.current_user_utterance__utterance_length	2.2	54.4948	0.0000
295	5-phrase_feature__noun_phrases__next_system_utterance__tandoori	5	53.7723	0.0000
296	7-syntactic_feature__subj_word__next_system_utterance__Centre	7	53.6540	0.0000
297	7-syntactic_feature__root_word__next_user_utterance__code	7	53.5710	0.0000
298	7-syntactic_feature__root_word__current_user_utterance__unusual	7	53.2615	0.0000
299	5-phrase_feature__noun_phrases__next_system_utterance__little_seoul	5	52.3371	0.0000
300	5-phrase_feature__noun_phrases__next_system_utterance__seoul	5	52.3371	0.0000
301	4.1-ngram.next_user_utterance__south	4.1	52.2477	0.0000
302	5-phrase_feature__noun_phrases__next_system_utterance__price_range_right	5	52.1874	0.0000
303	5-phrase_feature__noun_phrases__next_system_utterance__range_right	5	52.1874	0.0000
304	6-entity_feature__entity__next_system_utterance__7_NUMBER	6	51.8765	0.0000
305	7-syntactic_feature__root_word__next_user_utterance__get	7	51.8006	0.0000
306	4.1-ngram.next_system_utterance__looking restaurant	4.1	51.5698	0.0000
307	5-phrase_feature__noun_phrases__next_system_utterance__house	5	51.3750	0.0000
308	4.1-ngram.next_system_utterance__sorry restaurant	4.1	50.9444	0.0000
309	8.1-lda_feature.next_user_utterance__topic_4	8.1	50.6915	0.0000
310	8.1-lda_feature.next_user_utterance__topic_43	8.1	50.3895	0.0000
311	4.1-ngram.current_user_utterance__town	4.1	50.2981	0.0000
312	4.1-ngram.next_system_utterance__sorry restaurant serving	4.1	50.1394	0.0000
313	2.1-user_action_words.next_user_utterance__moder	2.1	49.8247	0.0000
314	4.1-ngram.next_system_utterance__town	4.1	49.5497	0.0000
315	5-phrase_feature__noun_phrases__next_system_utterance__hut	5	49.4603	0.0000
316	5-phrase_feature__noun_phrases__next_system_utterance__pizza_hut	5	49.4603	0.0000
317	4.1-ngram.next_user_utterance__thai	4.1	49.2211	0.0000
318	7-syntactic_feature__root_word__next_system_utterance__is	7	49.1648	0.0000
319	7-syntactic_feature__root_word__current_user_utterance__part	7	48.7859	0.0000
320	7-syntactic_feature__obj_word__next_user_utterance__number	7	48.7065	0.0000
321	4.1-ngram.next_system_utterance__restaurant right	4.1	48.6829	0.0000
322	2.1-user_action_words.current_user_utterance__cheap	2.1	48.5420	0.0000
323	7-syntactic_feature__subj_word__next_system_utterance__restaurant	7	48.3960	0.0000
324	7-syntactic_feature__root_word__next_user_utterance__it	7	47.8821	0.0000
325	5-phrase_feature__noun_phrases__current_user_utterance__north_part	5	47.7916	0.0000
326	8.1-lda_feature.current_user_utterance__topic_49	8.1	47.5625	0.0000
327	5-phrase_feature__noun_phrases__current_user_utterance__east_part	5	47.5257	0.0000
328	4.1-ngram.current_user_utterance__thai food	4.1	46.8482	0.0000
329	2.1-user_action_words.next_user_utterance__expens	2.1	46.5815	0.0000
330	7-syntactic_feature__root_word__next_user_utterance__north	7	46.2690	0.0000
331	4.1-ngram.current_user_utterance__south	4.1	45.9596	0.0000
332	7-syntactic_feature__subj_words_overlap	7	45.1034	0.0000
333	6-entity_feature__entity__next_system_utterance__3_NUMBER	6	45.0402	0.0000
334	4.1-ngram.next_user_utterance__north	4.1	44.9115	0.0000
335	7-syntactic_feature__root_word__next_user_utterance__want	7	44.8829	0.0000
336	5-phrase_feature__noun_phrases__next_system_utterance__Road_City_Centre	5	44.6920	0.0000
337	5-phrase_feature__noun_phrases__next_system_utterance__Road_City	5	44.6920	0.0000
338	5-phrase_feature__noun_phrases__next_system_utterance__anything	5	44.5600	0.0000
339	7-syntactic_feature__root_word__next_system_utterance__help	7	44.5600	0.0000
340	4.1-ngram.next_system_utterance__help	4.1	44.5600	0.0000
341	4.1-ngram.current_user_utterance__south town	4.1	44.4779	0.0000
342	5-phrase_feature__noun_phrases__current_user_utterance__type	5	44.3458	0.0000
343	5-phrase_feature__noun_phrases__next_system_utterance__Newmarket_Road_Fen	5	44.2813	0.0000
344	7-syntactic_feature__root_word__next_user_utterance__south	7	44.2490	0.0000
345	5-phrase_feature__noun_phrases__next_system_utterance__Ok	5	43.5945	0.0000
346	7-syntactic_feature__subj_word__next_system_utterance__Ok	7	43.5945	0.0000
347	5-phrase_feature__noun_phrases__next_system_utterance__Way_Cherry	5	43.5661	0.0000
348	5-phrase_feature__noun_phrases__next_system_utterance__Way_Cherry_Hinton	5	43.5661	0.0000
349	5-phrase_feature__noun_phrases__next_system_utterance__Clifton_Way_Cherry	5	43.5661	0.0000
350	7-syntactic_feature__root_word__next_user_utterance__cheap	7	43.5203	0.0000
351	5-phrase_feature__noun_phrases__current_user_utterance__cheap_restaurant	5	43.4832	0.0000
352	8.1-lda_feature.next_system_utterance__topic_11	8.1	43.0725	0.0000
